Sequence_ID	Param_1	Param2
WP_011179348 [Bartonella quintana]	153	0.03984193283275461
WP_141919135 [Zymomonas mobilis]	946	0.5386296612406555
WP_105043180 [Rubritalea profundi]	765	0.15671521859620208
WP_094035377 [Antarctobacter heliothermus]	137	0.8932946844387835
WP_045224814 [Methyloterricola oryzae]	386	0.0162412437036058
WP_073614425 [Desulfopila aestuarii DSM 18488]	850	0.06525985800121104
OFZ70588 [Bdellovibrionales bacterium RIFOXYC2_FULL_39_8]	553	0.688192021303753
WP_009144280 [Succinatimonas hippei YIT 12066]	51	0.08800952346836433
WP_027201487 [Butyricimonas virosa]	104	0.24635944633554252
QCI17741 [Buchnera aphidicola (Acyrthosiphon lactucae)]	128	0.12414008981978553
PWM29392 [Verrucomicrobia bacterium]	594	0.39689568510484463
WP_124025010 [Buttiauxella warmboldiae]	783	0.3480817407283435
WP_008174954 [Marinobacter manganoxydans MnI7-9]	960	0.003963603953073713
WP_005010247 [Nitrospina gracilis 3/211]	813	0.7559075835362038
WP_122125543 [Bacteroides sp. AF16-49]	376	0.47776310248846543
WP_047496295 [Terriglobus sp. TAA 43]	852	0.016332656378309385
WP_110664912 [Salinicola halophilus]	666	0.6686971582074165
WP_113775878 [Loktanella sp. D2R18]	37	0.8145080253585655
GDX63449 [Chlorobi bacterium]	918	0.03856145967332636
WP_125484846 [Edaphobacter aggregans]	696	0.13881837928055074
WP_128454702 [Sphingomonas sp. UV9]	593	0.8806610378500559
WP_120238594 [Marinifilum flexuosum]	542	0.9635465735576615
WP_062625927 [Ferriphaselus amnicola]	199	0.5416000637514203
WP_046561961 [Kangiella geojedonensis]	301	0.38731881698912773
WP_115899699 [Tenacibaculum gallaicum]	746	0.46309667886328776
WP_107240911 [Photobacterium frigidiphilum]	740	0.8162484713937463
PYX45333 [Acidobacteria bacterium]	18	0.6681099619100732
WP_091752657 [Methylobacterium sp. ap11]	36	0.5362283494954027
WP_011479543 [Methylobacillus flagellatus KT]	591	0.7218503652797127
WP_094019995 [Maliponia aquimaris]	252	0.5874175352644985
XP_021274790 [Herrania umbratica]	701	0.46960575698194595
WP_138241126 [Photobacterium damselae subsp. damselae]	892	0.7455932909747071
TAK16479 [Rhizorhabdus sp.]	528	0.7248913511086853
PJI96772 [Acidovorax sp. 69]	516	0.5822826423263714
WP_092057845 [Desulfuromonas acetexigens]	556	0.8128462567967828
WP_131913431 [Celerinatantimonas diazotrophica]	44	0.1386901086998109
OUV15512 [Verrucomicrobiaceae bacterium TMED86]	107	0.7231909166908931
WP_067561355 [Halofilum ochraceum]	45	0.22082130943618417
WP_024812263 [Oceanicola sp. HL-35]	506	0.8006909666674079
SNR65211 [Paracoccus sediminis]	825	0.5443347567706424
RZL41325 [Variovorax sp.]	850	0.455840893170931
WP_070125114 [Alteromonas confluentis]	148	0.09542790620050634
WP_121771835 [Corallococcus sp. AB047A]	280	0.9778500778312678
WP_139850734 [Acinetobacter sp. S23]	256	0.22959655800752377
PZQ49185 [Rhodovulum sulfidophilum]	265	0.6295832681054769
WP_114698149 [Polynucleobacter necessarius]	675	0.6941370935986679
OGS75358 [Gallionellales bacterium GWA2_60_142]	842	0.1491050659946962
WP_002626897 [Cystobacter fuscus DSM 2262]	125	0.19938297763064128
OUT82935 [Rhizobiales bacterium TMED28]	682	0.450277542507567
WP_140075249 [Vibrio parahaemolyticus]	452	0.36537580273841075
WP_131911181 [Celerinatantimonas diazotrophica]	406	0.24781783195316032
RKY31101 [Candidatus Omnitrophica bacterium]	699	0.16570154584939445
QCI24982 [Buchnera aphidicola (Rhopalosiphum padi)]	798	0.691412592327374
WP_089399406 [Noviherbaspirillum humi]	19	0.9433971346802866
WP_021770678 [Mitsuokella sp. oral taxon 131 str. W9106]	385	0.6106697503174155
WP_130063701 [Alistipes finegoldii]	403	0.11402200567262488
AQS41637 [Candidatus Tokpelaia hoelldoblerii]	29	0.9460177765027803
WP_024993706 [Bacteroides paurosaccharolyticus]	363	0.01266910622402373
WP_103948002 [Lelliottia aquatilis]	440	0.46760585481948824
WP_136351929 [Bacillus sp. DSL-17]	906	0.9759905078668782
WP_007080733 [Rhodanobacter fulvus Jip2]	537	0.5411301465947466
OGS75433 [Gallionellales bacterium GWA2_55_18]	224	0.25735030240001977
OGD74556 [Candidatus Coatesbacteria bacterium RBG_13_66_14]	979	0.25919953377428706
WP_128177479 [Pantoea sp. LMG 27579]	247	0.4047831395371164
WP_131328047 [Arachidicoccus sp. B3-10]	897	0.6197157704971281
PIW61155 [Shewanella sp. CG12_big_fil_rev_8_21_14_0_65_47_15]	804	0.6752153922683586
WP_115375218 [Adhaeribacter sp. HMF7616]	323	0.4552386490160216
TEY13533 [Salvia splendens]	351	0.9678282251536573
WP_036800387 [Photobacterium marinum]	716	0.04694930046055579
VEH66120 [Rodentibacter pneumotropicus]	114	0.6181978751030033
WP_140915875 [Pantoea eucalypti]	629	0.4260744185273797
RKZ49955 [Gammaproteobacteria bacterium]	848	0.09964940671916367
OOO03434 [Chromatiales bacterium USCg_Taylor]	987	0.7756442627721627
KIQ68790 [Wenxinia marina DSM 24838]	639	0.9002662870346018
WP_093115753 [Salinihabitans flavidus]	985	0.17293714344018318
WP_084367464 [Rhizobium sp. RU36D]	668	0.2762914083745893
WP_012415540 [Elusimicrobium minutum Pei191]	290	0.3816997930901591
WP_126611574 [Azospirillum sp. L-25-5w-1]	384	0.7542199605189869
WP_006589672 [Bartonella birtlesii LL-WM9]	975	0.8077733918141818
OUT70946 [Planctomycetaceae bacterium TMED10]	57	0.9750391273134446
WP_007398966 [Komagataeibacter xylinus]	803	0.04435686494319668
WP_081805278 [Dyella marensis]	379	0.3718521710641336
WP_088068337 [Bacillus luciferensis]	647	0.02919894040888671
RYD54642 [Sphingobacteriales bacterium]	873	0.08730346368843489
WP_132971411 [Thiogranum longum]	827	0.686925454520557
WP_129501275 [Candidatus Marinimicrobia bacterium]	352	0.6764286127742398
WP_077514843 [Rhodanobacter sp. B05]	79	0.4554788866929903
WP_036640349 [Paenirhodobacter enshiensis]	497	0.4119442310723824
WP_062403626 [Limnohabitans sp. 63ED37-2]	715	0.42686099407690326
WP_085795526 [Ruegeria litorea R37]	687	0.27698579826676417
TAM95356 [Rhizobiaceae bacterium]	771	0.787073017124458
KGO33742 [Desulfobulbus sp. Tol-SR]	194	0.5844666551989577
WP_119764692 [Sphingomonas sp. K2R01-6]	170	0.8842506341727965
WP_052767330 [Luteibacter rhizovicinus]	26	0.7811838171905711
OLC67177 [Betaproteobacteria bacterium 13_1_40CM_4_64_4]	926	0.5654656145632974
WP_128731022 [Pseudoalteromonas sp. PS5]	967	0.6722237237352828
WP_028795488 [Thalassobaculum litoreum DSM 18839]	243	0.5829350765052633
OYZ37388 [Alphaproteobacteria bacterium 17-39-52]	707	0.7013751422131287
TMM23244 [Actinobacteria bacterium]	968	0.5837214827142544
WP_137794485 [Aquicoccus sp. SCR17]	282	0.5052659873368182
WP_136482716 [Vibrio sp. H11]	426	0.0073308730516770115
REJ72865 [Planctomycetes bacterium]	427	0.5186790486730769
OGI47846 [Candidatus Muproteobacteria bacterium RBG_16_65_34]	731	0.12568122200288911
WP_129778809 [Steroidobacter sp. JW-3]	297	0.7665574146353246
WP_104801348 [Limnohabitans sp. TS-CS-82]	181	0.17280207128541136
WP_115138293 [Shewanella corallii]	310	0.08326923045140722
WP_101108072 [Psychromonas sp. psych-6C06]	868	0.3328721091891279
WP_012231767 [Bartonella tribocorum]	426	0.23512568423909408
OGT37271 [Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_38_14]	91	0.2954451241439586
PDH41340 [Candidatus Thioglobus sp. MED-G25]	686	0.3991207618067796
WP_083589748 [Aurantimonas sp. 22II-16-19i]	908	0.8402830807520513
WP_124945715 [Sulfurirhabdus autotrophica]	199	0.5061244814424936
WP_007090281 [Thalassospira xiamenensis M-5 = DSM 17429]	993	0.653328347867698
WP_069341619 [Pandoraea sp. ISTKB]	687	0.9368466982107054
WP_077032502 [Sphingopyxis sp. QXT-31]	678	0.917340396316493
WP_126463821 [Sulfuritortus calidifontis]	160	0.26394472779963807
AJP48038 [Rugosibacter aromaticivorans]	326	0.4573877874851284
KFI36434 [Peptococcaceae bacterium SCADC1_2_3]	432	0.6824456186091699
BBJ23753 [Candidatus Nitrotoga sp. AM1]	534	0.3909436172466052
PCJ95583 [Rhizobiales bacterium]	526	0.9874473902278817
WP_109703822 [Gammaproteobacteria bacterium ESL0073]	323	0.8244933745491534
PHX81501 [Thermoleophilia bacterium]	322	0.8956073410689126
WP_107230937 [Stenotrophomonas sp. Nf4]	659	0.48850448944948843
KPK40292 [Omnitrophica WOR_2 bacterium SM23_29]	650	0.6949978439899039
WP_004405113 [Vibrio nigripulchritudo]	535	0.014228502483757288
CDD09629 [Phascolarctobacterium succinatutens CAG:287]	934	0.8252548682409636
SIS98877 [Oleibacter marinus]	832	0.7628620750597987
WP_061780543 [Sphingomonas sanguinis]	997	0.8576324790325497
WP_083490100 [Stenotrophomonas daejeonensis]	817	0.06376005983467681
WP_039105689 [Frischella perrara]	325	0.12649190518496434
VEN75094 [uncultured Desulfobacteraceae bacterium]	899	0.7792803685915536
WP_091274519 [Alteribacillus persepolensis]	985	0.022986154274407866
RVU86253 [Leucothrix sp. C3212]	915	0.9329111798459724
TDI66679 [Alphaproteobacteria bacterium]	373	0.5914857108473667
TAL72462 [Rhodanobacter sp.]	915	0.16026936847584572
PYT15063 [Acidobacteria bacterium]	124	0.7129305640132195
WP_002691167 [Beggiatoa alba B18LD]	760	0.5524297556845166
RMH35193 [Acidobacteria bacterium]	659	0.29406020626485097
WP_073142974 [Chryseolinea serpens]	461	0.014327696694924952
OGQ73122 [Deltaproteobacteria bacterium RIFCSPLOWO2_12_55_13]	156	0.42899760023773614
WP_135051136 [Beijerinckiaceae bacterium]	865	0.16604736141277243
XP_029143785 [Arachis hypogaea]	614	0.7667640679254875
OYZ32115 [Sphingobacteriales bacterium 17-39-43]	760	0.28893781088011306
WP_128465272 [Geovibrio thiophilus]	616	0.1464261005308073
PIP99308 [Shewanella sp. CG_4_9_14_0_8_um_filter_42_14]	74	0.6690882485613288
WP_020175518 [Methyloferula stellata]	930	0.7268751182876116
KPD02561 [Moellerella wisconsensis ATCC 35017]	700	0.7405133270438077
WP_074652724 [Terriglobus roseus]	707	0.1417501697009692
SDU25930 [Pseudomonas guangdongensis]	864	0.7460624160395865
RLF59658 [Thermoplasmata archaeon]	332	0.9990510061986129
WP_101895992 [Ketobacter alkanivorans]	879	0.7562454829092047
PKP25410 [Bacteroidetes bacterium HGW-Bacteroidetes-2]	897	0.6547988698763912
WP_045835410 [Hyphomicrobium sp. 99]	256	0.9997899996368834
WP_007576970 [Patulibacter medicamentivorans]	963	0.12487290772548032
PCI21585 [Piscirickettsiaceae bacterium]	909	0.18646292418797328
WP_090596253 [Pelagibacterium luteolum]	17	0.4829194960928441
RJP89682 [Desulfobacteraceae bacterium]	7	0.6359023280745761
WP_026294034 [Saccharibacter floricola]	667	0.3056612938007597
WP_050518462 [Pseudorhodobacter antarcticus]	681	0.565794451100541
WP_035488403 [Gammaproteobacteria bacterium MOLA455]	532	0.027243852356268916
WP_034334370 [Conchiformibius kuhniae]	249	0.9485454196362753
TRO95811 [Glycocaulis sp. ZYF765]	321	0.18485149941597212
WP_054461548 [Phaeobacter sp. 11ANDIMAR09]	62	0.516268348325015
WP_112112983 [Flavobacterium aciduliphilum]	918	0.07845350344977986
WP_082892658 [Bacillus aquimaris]	400	0.35994617078825264
WP_126977124 [Burkholderiales bacterium CNM695-12]	382	0.3395298991429424
GDX42522 [Bacteroidetes bacterium]	793	0.8232888511944064
WP_049757887 [Shewanella amazonensis]	655	0.051093302464205737
WP_114696138 [Motiliproteus coralliicola]	981	0.33827782763673375
EGT79631 [Haemophilus haemolyticus M21621]	272	0.7058964513851088
WP_109678473 [Spiribacter sp. E85]	466	0.8142123488195246
WP_028072819 [Solirubrobacterales bacterium URHD0059]	69	0.061663636035641956
WP_123236249 [Methylophilaceae bacterium]	841	0.49219652819865367
RZJ35729 [Flavobacterium sp.]	11	0.2531041726341432
PWA78172 [Artemisia annua]	998	0.6039755693561681
PHS73559 [Porticoccus sp.]	422	0.39506913280475797
WP_010323951 [Marinobacterium stanieri]	393	0.27636762757039823
OUW19529 [Opitutales bacterium TMED158]	773	0.7695770690172786
TCT15119 [Bibersteinia trehalosi]	467	0.7950451468922963
TVO65802 [Denitromonas halophilus]	273	0.5821353105191733
WP_038536492 [Bacillus sp. X1(2014)]	484	0.05386030946009768
RMD60987 [Planctomycetes bacterium]	50	0.05524556456929275
WP_093330444 [Thalassotalea agarivorans]	58	0.15604729993747557
WP_116640695 [Methylocystaceae bacterium]	16	0.865381528269235
WP_036831688 [Photobacterium sanctipauli]	735	0.13655093039858324
WP_070064550 [Wolbachia pipientis]	445	0.3063068388079132
WP_020376549 [Sulfobacillus thermosulfidooxidans DSM 9293]	807	0.9331146457967481
RPF95763 [Rhizobiales bacterium TMED227]	558	0.4972646881838244
WP_068879067 [Phenylobacterium sp. CCH12-B4]	296	0.8675007201733113
XP_019182691 [Ipomoea nil]	327	0.760327512194317
RMH39965 [Gammaproteobacteria bacterium]	288	0.3393678401146498
RLT94162 [Ketobacter sp.]	915	0.24749495669556765
RKV86750 [Bacteroidetes bacterium]	448	0.4588797946438766
WP_048695123 [Catenovulum maritimum]	190	0.6393183363356414
WP_065239006 [Gallibacterium genomosp. 3]	409	0.2977507658312871
WP_129970156 [Pusillimonas soli]	83	0.1279092718003083
WP_011985057 [Anaeromyxobacter sp. Fw109-5]	426	0.5032265455837048
KWW36476 [Cupriavidus metallidurans]	286	0.8154407915111122
WP_038608576 [Pseudomonas alkylphenolica]	213	0.439871843241157
WP_095610751 [Tamilnaduibacter salinus]	270	0.4005242404175212
WP_124211619 [Vespertiliibacter pulmonis]	491	0.9938224381573864
WP_044349723 [Dethiosulfatarculus sandiegensis]	876	0.9100135803976384
OYV70608 [Deltaproteobacteria bacterium 21-66-5]	855	0.9596434142153002
WP_044023146 [Bacillus sp. SG-1]	623	0.6002881647357654
PCJ19023 [Gammaproteobacteria bacterium]	250	0.9965799897172175
WP_006942648 [Megasphaera micronuciformis F0359]	430	0.48333755927771893
ASM72236 [Sulfitobacter pseudonitzschiae]	7	0.8098343524172821
WP_109252541 [Marinicauda sp. WD6-1]	717	0.4843422294054661
WP_088914428 [Porphyrobacter sp. CACIAM 03H1]	371	0.4310430545443855
WP_006974130 [Plesiocystis pacifica SIR-1]	51	0.829596257925347
WP_086181774 [Acinetobacter sp. ANC 4558]	306	0.11847281094629558
WP_013664424 [Sphingobacterium sp. 21]	827	0.9352555759100076
WP_090874960 [Bauldia litoralis]	779	0.8977319219471712
WP_008735986 [Alcanivorax pacificus W11-5]	31	0.8230976998015122
VTN06021 [Raoultella ornithinolytica]	524	0.8140312332952699
WP_112536428 [Rhizobiales bacterium]	456	0.14603381366797574
WP_031255050 [Curvibacter lanceolatus]	522	0.5547802065677745
OUW05066 [Betaproteobacteria bacterium TMED156]	141	0.22085314816776025
WP_071628883 [Francisella sp. PA05-1188]	879	0.1980031383062355
WP_087107025 [Parendozoicomonas haliclonae]	583	0.25806514293217
OGV48321 [Legionellales bacterium RIFCSPHIGHO2_12_FULL_42_9]	604	0.5075164853256184
OQX91239 [Candidatus Coatesbacteria bacterium 4484_99]	595	0.3689463196484042
RJQ32940 [Peptococcaceae bacterium]	754	0.8750982929291692
WP_009348291 [Alloprevotella rava F0323]	899	0.7918447942973482
WP_043379107 [Methylobacterium sp. UNCCL125]	583	0.09477792173063859
WP_062202690 [Aureimonas sp. AU12]	416	0.4713181996895679
WP_028392080 [Bacillus cihuensis]	494	0.5870977370281695
PHR16402 [Sphingopyxis sp.]	506	0.7621317811007282
CDF98114 [Avibacterium paragallinarum JF4211]	188	0.051586340291354005
PHR46357 [Fluviicola sp.]	60	0.6337690250931473
RAV60900 [Aerococcus urinae]	692	0.9887888894225578
WP_124930833 [Alloprevotella sp. OH1205_COT-284]	220	0.24167076141945398
WP_118996127 [Pusillimonas caeni]	545	0.6090797165303214
WP_122465736 [Brevundimonas sp. NS26]	427	0.5201275898610095
WP_020084421 [Hyphomicrobium zavarzinii]	139	0.8544522046097633
PUA26496 [Cellvibrio sp. 79]	313	0.4758374492921641
WP_055731534 [Agarivorans gilvus]	228	0.6943170846942229
RJX32633 [Oxalobacter sp.]	272	0.6029922438169832
WP_075433374 [Buchnera aphidicola (Diuraphis noxia)]	755	0.4823659954515571
WP_119885325 [Paracoccus aestuarii]	694	0.8113676618553903
GAK50475 [Candidatus Moduliflexus flocculans]	950	0.15622046030636194
GBC99372 [bacterium HR17]	744	0.02052754574718474
AHN97770 [uncultured bacterium lac82]	422	0.46003852535737266
WP_011480333 [Methylobacillus flagellatus KT]	635	0.2524722561661985
WP_084695834 [Arenimonas donghaensis]	552	0.44114437175296206
WP_118193468 [Pedobacter sp. SM1810]	543	0.8040501845655984
WP_007553348 [Bartonella sp. DB5-6]	482	0.8992330759586198
WP_125353745 [Enterobacteriaceae bacterium CCUG 66741]	804	0.681546530532969
WP_014267082 [Granulicella mallensis MP5ACTX8]	154	0.673636522782438
WP_084151554 [Thiomicrorhabdus sp. Milos-T2]	224	0.07171923821376647
PIE83321 [Candidatus Contendobacter odensis]	953	0.6434102694401647
WP_088920938 [Granulosicoccus antarcticus IMCC3135]	248	0.17862195358058874
WP_025820644 [Shewanella marina]	694	0.2716495563948633
WP_025437419 [Komagataeibacter xylinus E25]	976	0.8250270919143434
WP_131616163 [Roseitalea porphyridii]	495	0.6130706192588805
WP_081112646 [Ehrlichia ruminantium]	390	0.810389041537923
RLA13199 [Gammaproteobacteria bacterium]	58	0.9231991497379631
KPQ06551 [Rhodobacteraceae bacterium HLUCCA12]	784	0.3160620037174102
RZK47217 [Hymenobacter sp.]	840	0.28805535407602567
WP_107177343 [Acidovorax avenae subsp. avenae]	766	0.8120892986388787
TNC86457 [Oleibacter sp.]	289	0.5737959465159426
WP_077807843 [Neoasaia chiangmaiensis]	152	0.818337739214416
WP_109532298 [Pararhodobacter sp. CIC4N-9]	786	0.2950886508583649
WP_086744071 [Pseudoalteromonas ulvae]	874	0.48453138416929187
WP_015258618 [Thioalkalivibrio nitratireducens DSM 14787]	94	0.30734448432930295
AEJ38817 [Sulfobacillus acidophilus DSM 10332]	781	0.738038794253712
WP_028582468 [Desulfobulbus japonicus]	156	0.603862980797092
WP_008989938 [Galbibacter marinus]	589	0.1423769373572713
TDJ17603 [Gammaproteobacteria bacterium]	835	0.5474688299182798
TFH47477 [Xanthomonadales bacterium]	168	0.9468212755025572
PYU04573 [Acidobacteria bacterium]	707	0.6612715363654552
WP_135072567 [Algoriphagus sp. XY-J91]	622	0.8291461005792761
WP_110075994 [Idiomarina tainanensis]	266	0.7460362636057842
WP_132958879 [Rhizobium sp. BK251]	696	0.15904538804203838
WP_113289551 [Rhodosalinus sp. E84]	663	0.4836383942971607
WP_029140451 [Citromicrobium sp. JL2201]	762	0.971526825213684
WP_136415301 [Muribaculum sp. H5]	714	0.5879499411275686
OZB06489 [Idiomarina sp. 34-48-12]	415	0.6506914707397518
PSQ94178 [Bacteroidetes bacterium SW_7_64_58]	228	0.3235239453024633
WP_058574313 [Halothiobacillus sp. WRN-7]	444	0.40548245762146085
WP_012765757 [Desulfovibrio salexigens DSM 2638]	903	0.32629296805856944
WP_116887819 [Pseudomonas parafulva]	971	0.7637856100674568
RVD19850 [Mesorhizobium sp. M4B.F.Ca.ET.017.02.2.1]	45	0.2930488400923209
WP_126770443 [Idiomarina homiensis]	385	0.05868293258216062
WP_029888832 [Polycyclovorans algicola]	81	0.026347979979389202
WP_072560518 [Sphingopyxis sp. LPB0140]	598	0.06226094512851188
RYG12701 [Chitinophagaceae bacterium]	961	0.4129333048187961
WP_028032941 [Chelativorans sp. J32]	71	0.18772674135614775
WP_135801700 [Marinobacter confluentis]	285	0.44220058940407514
RNC73306 [Desulfuromonadales bacterium]	155	0.9495513699413806
WP_041972430 [Geobacter sp. OR-1]	239	0.5257829756431273
WP_028685992 [Phaseolibacter flectens]	783	0.4627080983546813
WP_114098302 [Thalassospira profundimaris]	698	0.5200961650998057
WP_007347147 [Bartonella rattimassiliensis 15908]	251	0.7838909519538555
WP_057637906 [Stenotrophomonas ginsengisoli]	538	0.07445710478137335
WP_018413966 [Candidatus Pelagibacter ubique]	94	0.3122956824301488
WP_055148719 [Jiulongibacter sediminis]	430	0.3526412696647817
WP_061948603 [Bacillus trypoxylicola]	79	0.3377659314586331
EIL95933 [Rhodanobacter sp. 115]	123	0.3063716379064074
RZO53283 [Verrucomicrobia subdivision 3 bacterium]	751	0.7610670130649665
WP_076575527 [Aeromonas sp. RU39B]	155	0.02439004398512301
WP_099026172 [Parasaccharibacter apium]	982	0.028970460228356698
WP_119768333 [Herbaspirillum sp. K1R23-30]	417	0.34354632860799317
RUM36031 [Desulfobulbus sp.]	196	0.6987497857688626
RME70366 [Planctomycetes bacterium]	425	0.607236757650348
WP_013778594 [Tepidanaerobacter acetatoxydans Re1]	825	0.30436797665438253
WP_009470850 [gamma proteobacterium HIMB55]	477	0.7573613497305745
KXK19149 [Bacteroidetes bacterium OLB8]	750	0.13581427823545011
KPK19064 [Betaproteobacteria bacterium SG8_41]	976	0.6460528984022206
WP_033078359 [Thalassotalea sp. ND16A]	734	0.05334619821146369
WP_125481849 [Bacillus subterraneus]	656	0.7875002732719291
WP_082630999 [Idiomarinaceae bacterium HL-53]	906	0.43744961508716773
WP_015389656 [Candidatus Kinetoplastibacterium galatii TCC219]	425	0.9886167489702048
OUU30120 [Candidatus Endolissoclinum sp. TMED37]	830	0.7686993572384079
WP_121997116 [Rhodobacteraceae bacterium EL53]	792	0.15015095331995043
WP_107967283 [Sphingomonas oleivorans]	593	0.4379594757935772
WP_142489074 [Leclercia adecarboxylata]	91	0.35382317903748817
WP_002440214 [Shimwellia blattae]	205	0.0008302090337708457
TMI94337 [Bacteroidetes bacterium]	847	0.16567907936846682
RPG84511 [Cellvibrionales bacterium TMED47]	354	0.0002501093552880196
WP_026758807 [Sediminimonas qiaohouensis]	596	0.276854396148269
TNF80265 [Acidobacteria bacterium]	961	0.5520005715384569
WP_105012358 [Salinibacter sp. 10B]	265	0.06559032392003583
WP_114340827 [Rhodanobacter denitrificans]	618	0.0984023367224528
QCI19907 [Buchnera aphidicola (Brevicoryne brassicae)]	957	0.2125112393344254
RKX67850 [candidate division TA06 bacterium]	658	0.8844382201132586
RLA54965 [Gammaproteobacteria bacterium]	777	0.5772464764248653
WP_098020864 [Orrella dioscoreae]	920	0.8338875407043398
WP_130153708 [Candidatus Finniella inopinata]	259	0.7261506197173179
PHS22480 [Robiginitomaculum sp.]	586	0.969929366425121
RQP20345 [Ochrobactrum intermedium]	963	0.7629959109631602
WP_066883630 [Dechloromonas denitrificans]	201	0.7663886824244016
SDO66578 [Sulfitobacter litoralis]	996	0.3537911507553636
